,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111
0,1.001643715,1.140750399,0.609143943,-1.549006706,0.327817616,0.527758091,0.016834396,-0.723925924,-1.874208383,0.229651326,-2.03752994,0.611801174,-1.29257115,0.075230414,-0.545251967,-0.567993651,0.570966551,-0.914304003,-0.102060468,1.113215729,1.504788234,0.502841574,0.095533719,-0.170624975,-1.363970335,1.671186366,-0.640149137,0.596205899,-1.995886932,0.55610865,1.400534295,0.317563961,2.110097176,0.682294777,-1.324253255,0.191614362,1.382748971,-0.30102247,-0.178332998,-0.691840933,-0.524931284,0.600956843,-0.682705611,1.503604569,0.964938578,0.264556698,1.912367382,-0.070377347,2.295305743,-0.160859376,0.473812563,0.490211473,0.239668033,-0.149022067,0.928594914,0.7069497,0.467939059,1.131700101,1.674365917,-0.372820166,0.891557841,0.259786123,1.438425889,-1.04941952,1.335880555,1.214012132,2.689558646,0.8691834,0.449901345,0.042563546,-0.552944082,-0.454452735,-0.043910438,0.081144462,-0.859507985,-0.684492727,1.497621114,-0.020968313,-0.132645261,-1.303250274,0.458821992,-0.184260423,-0.354481084,-1.268444778,-0.550991234,0.547445275,0.544657443,0.588700761,-0.221964283,0.118859353,0.853075671,0.686622426,-0.530780658,0.469648751,-0.449070939,-0.83373231,-0.064195795,0.030974585,1.123975119,0.041575153,-1.895364174,0.046269704,1.267412633,-0.765408915,0.285982782,0.447367912,0.155066969,0.71572403,-1.532822845,-0.546536508,0.142895558
1,0.550137706,0.803133992,0.426674283,-1.495076126,-1.846887843,0.485234515,1.304683642,0.148458085,0.118407438,0.384890362,-0.2837464,-0.144923332,0.05180752,0.708009752,-0.442374103,1.130737329,2.00367125,0.829295831,0.11412318,-1.297235916,0.241239021,-0.344206764,-0.171199841,-1.66642187,-0.437702721,-0.487826534,-0.597939151,-0.963246057,1.249004245,0.479929962,0.027257566,-0.525980766,-0.296683152,-0.363586219,-0.876256743,0.558178416,-0.399309173,-1.057027419,0.035560662,0.052808783,1.665415535,0.797205723,-1.127192321,-0.352209712,0.120366174,0.675792537,-1.182821758,-0.043933207,0.028997593,-1.396745467,-0.18164803,-1.935747093,0.278742783,0.295092918,-1.780645061,1.261991063,-1.414504889,-0.518164904,-1.323108898,-0.638996368,1.830103769,-0.158996966,0.031776865,-0.769690061,0.165635956,-1.051304019,-0.19342588,0.103799853,-1.872900464,-1.562678516,-0.807072458,-1.542377781,1.023556344,-1.214719181,-0.501149788,0.541622099,0.075311811,-0.858436291,-0.077591771,0.494656769,-1.41565162,2.062608481,-0.252360888,0.077397415,-0.759886181,0.408840621,-0.430570061,-0.289945338,-0.114851763,0.382752925,0.626670288,-0.938435123,-0.317213948,-0.879320627,-0.705935526,1.576992655,-0.084195638,0.029213827,-0.215042973,0.687655672,0.731277129,-1.212650243,-0.981947096,-0.073685496,0.135872551,-1.767561129,0.348111967,0.456407536,-0.148433123,-1.86593802,-0.562991035
2,-1.036016594,0.587940287,-0.716876678,0.135883816,-0.185172092,0.55626364,1.207019663,1.510781627,0.044663643,-0.688615164,1.369930763,-0.176127655,-0.92434744,-0.100192313,-0.973821938,-0.242234253,-0.252899623,-0.859843107,-0.211681625,-0.438583631,-0.111816625,-1.859491587,-0.163400587,0.555228751,0.275331418,0.245833996,-0.366414734,0.936022704,-2.576390251,0.223027893,0.24277572,-1.052820854,0.661991991,1.682359252,-0.275261783,-0.815927398,-0.704359315,-0.515020361,-0.658123094,-0.77920896,0.746462117,0.081417263,-1.474787111,0.886191372,-1.740349841,0.092714024,0.118967235,-0.274348402,0.958399647,-0.519336098,-1.2452441,0.650807202,0.53821791,-1.052511672,0.733195919,-0.376106371,0.225032989,-0.228527917,0.415394627,2.336647536,-0.327872789,-0.023843926,-1.531525661,0.70164976,-0.119608311,0.154356806,-0.307667574,-1.976626941,-0.227930521,1.175119864,0.112575508,0.025525231,-0.058839451,-1.448993513,-0.316266337,0.604506991,-1.019785992,0.339205421,-0.969571817,-1.654213294,-0.228604087,-0.527107988,0.091794185,-0.258062321,-0.027099838,-1.149266331,0.328444793,-0.559813784,0.871946477,-0.413865598,-0.244783685,1.223526503,-0.060679725,-1.695959853,-0.999081173,-1.098515775,-1.185955318,0.688987496,-0.64249669,-0.411091013,1.498477335,1.878016629,-0.012000316,0.309024024,-0.125302033,-1.278669775,0.913272761,0.472271661,-1.123887576,-1.495096783,0.124518252
3,-1.389897714,-0.866571555,0.080306883,0.654883263,-0.590737417,0.876043043,-0.942085308,1.070681529,-1.410342791,-0.371469221,-1.154452157,-0.185870894,-0.451157919,0.989999416,0.289828704,0.739105758,0.626132497,1.21419972,2.537493253,2.667535989,-0.423409772,0.907450967,-0.752505621,1.56593507,0.953472349,0.242192387,1.635627596,-0.97494192,0.586774686,-1.080394926,-0.851318807,-0.500675835,1.466446468,1.470449854,0.228197589,-1.010732916,-0.278784644,0.940654791,0.402656909,-0.3122066,1.346920595,-0.84023112,-0.499252208,0.589348687,0.086932368,-1.340266946,-0.064206962,1.00487514,2.483349259,-1.603776866,0.595144785,0.244935857,-1.466311835,0.696686678,-1.023468708,0.040619852,-0.51348051,1.469535047,-0.403277512,-1.013168152,-2.600640153,-0.919682339,0.859796702,0.981983626,-0.319912954,-0.836361009,0.682731047,-1.13960326,1.900600383,0.670106534,0.950831514,-0.509731204,-1.171809212,-1.443218642,0.603678453,-1.747034758,0.136420948,-0.43191557,0.407460889,-1.780357885,0.002522452,1.476041433,-0.563931691,-1.655607772,0.634712797,1.458215238,1.025049346,0.975931379,-1.086425221,-0.941811962,0.107321553,-0.609040487,0.238378128,1.624235361,0.833981199,-0.529014551,0.695795474,-1.224244644,-0.090324043,-0.553157111,-0.379071253,2.054955597,-1.00174776,0.45082871,1.669020788,-0.085918515,0.028663343,0.096581377,1.184891854,-0.337013002,-2.285689103
4,-0.988089631,-0.696399947,-1.763102799,0.386033174,-1.600096349,-0.147603863,1.910972855,-0.285505628,0.116990684,-1.312966891,-2.962185345,0.941450333,-2.060561701,-1.327131407,0.774344039,0.744922315,-0.380832722,-0.363092923,-1.417584921,1.219837537,1.335837704,0.100880208,1.270593356,0.697768927,1.573092257,0.865877345,-0.206386892,-0.289545668,1.646110898,0.242260466,0.48274406,0.071495524,1.207832422,0.895181987,-1.35430298,0.345395414,-0.705059454,-0.804948595,1.026685444,0.570511287,0.359367753,0.422420577,0.541683111,0.68725487,0.215706482,0.771360287,0.727871709,-0.192104565,-0.019875655,1.37190649,1.018971745,-0.599176816,0.657797904,-0.322681195,0.703410799,1.507158345,-0.249002339,0.081731106,-1.363457026,-0.6110852,0.670536972,2.376681801,-0.489969911,0.242530357,-0.249806742,1.564612916,0.503584553,-1.39053208,0.710547144,-1.331681784,-0.672238687,-0.703469699,1.25997795,-1.172920106,1.109071935,-0.411280402,-1.667144015,1.007446268,-0.202707246,-1.818903087,-0.977660042,-1.227341718,1.462370569,-0.444564642,-0.47191246,-0.392580748,-0.494102102,-1.072119616,0.684369647,0.464296923,-0.559511706,-1.597125891,2.579347867,-0.144923502,-0.895348178,0.949481333,0.220378546,-1.546730296,-0.455266785,-0.177208821,-0.386558148,-0.774975395,0.375928157,0.410879504,-0.471480675,-1.018825036,-1.301175897,0.94769839,-0.733981773,-0.438192705,1.111281882
5,-2.499215188,0.66758447,-0.456214409,0.437735157,-0.18875832,0.410645591,0.828571609,1.372030752,-0.689567581,-0.96794672,0.590744272,-1.169908647,0.380174306,0.426595644,-0.209356883,0.336727336,0.139755548,1.300207219,-2.582572283,0.204195326,-0.313108296,1.147399807,0.654775102,-0.121217052,-2.12467084,-1.231788214,-0.544019989,-1.460268178,-0.634993786,-1.737564669,0.205423364,0.577637356,-0.91443137,-0.916535905,-1.02268742,-0.652735314,-0.663468403,0.392774591,1.069741992,-0.1729243,-0.8709257,0.018781976,-0.652640332,0.309480366,0.683743669,-0.960531549,0.23924772,1.076940942,3.099600649,-0.930913454,-0.118296847,-0.256436633,0.055806347,-0.266876848,0.910464295,0.21551981,-0.934341265,1.792782727,-0.863380959,-0.341293572,-0.875051793,-0.741145386,-0.726686144,-0.151182322,-0.452397513,-0.389389929,0.662917701,0.299373084,0.316286732,1.444965049,-0.057868878,0.620068425,-1.170020199,0.175142219,0.197505903,0.391554502,0.694615667,0.81375597,-0.518514003,-0.074719498,0.292923573,0.746674054,-0.295104044,-0.429537196,0.067612724,1.409735782,0.780646383,-0.638675262,1.528805321,1.113724524,-0.164516146,-0.747862268,-0.300794439,-1.093097356,1.580819155,0.253138328,0.306335991,-0.764566683,1.189930613,0.273376019,0.444487227,0.57582063,2.161877526,-0.60419578,-1.1326899,-0.07719721,0.11258467,0.698831451,-0.755759375,-1.093818521,0.27359285
6,-1.178158922,-1.921678352,-1.194331024,-1.608728961,-1.911092688,1.627298647,-0.701173854,1.675400583,2.187786576,0.383937651,-0.75271031,1.513032829,-0.99980352,-0.425892451,0.503660654,0.051169685,0.617271381,-0.190919801,-0.526602791,-0.406684692,-1.609660401,-0.402186652,0.341819432,0.182280001,1.486727391,0.269007569,-0.019978768,0.428312268,0.796939259,-0.210776156,0.352743949,0.359188385,0.34562259,-1.200440899,-0.128665418,1.429999301,-0.426539203,-0.801367935,-0.946292357,-1.972458822,1.679936653,-0.068413464,0.999800218,-1.603716359,-0.31653433,-0.566370955,-1.014010113,-1.957321751,1.076238456,-1.025558834,-0.929027137,1.494233727,-0.778073526,-0.200078435,1.142766809,-1.469168432,-0.621478409,0.982344464,1.157529104,-0.15998255,0.049475228,-0.445952971,0.187626302,-0.318913975,0.290064381,-1.973208801,0.069698532,0.091111826,0.835624374,-1.128577913,-0.110447207,1.122064914,-1.587409207,0.090355593,-0.408896308,1.41836257,1.009122575,-0.686878033,0.075738081,-1.225298264,0.305768955,0.120285708,-0.224193027,-1.520099279,0.934995025,-0.068539082,0.33537892,-0.167211762,-0.255621204,0.548981622,-0.519119327,0.789575331,-1.060765086,-1.337988352,-1.098198929,-0.869748633,-0.608234473,0.371688016,-0.207462476,-0.343056685,-0.640643148,0.853572903,0.035177581,0.053198659,0.491153221,-0.221531937,0.178400159,-0.224198801,-0.021742951,-0.194952688,0.263471781
7,0.577585811,-1.600706166,-0.315803276,0.513872213,0.31093042,0.009409282,0.169652236,-0.069602163,0.929482394,-0.215863365,0.298447002,-1.060697198,0.454228813,-1.243364263,-0.111988563,1.060411372,2.141265202,0.23421975,1.418759574,1.241481888,-0.234745011,1.303185681,-2.781198675,0.006594361,1.163356782,-0.280674105,-0.856174157,-0.023893603,-0.108943782,-0.119101157,-1.908630826,-1.320098292,-0.156124155,0.264545251,-0.399125475,-0.390669012,0.648147192,-1.135555135,0.216221476,1.354386905,-0.160242228,1.422809678,0.223989686,1.021762762,-1.094240718,1.088914949,0.557052854,0.459131748,0.107435843,0.175285003,1.351968241,0.199474992,0.217904025,-0.925101201,-1.180410156,0.087289895,1.433006951,0.676200707,1.179032134,0.419187059,0.743947133,-0.941175869,0.367946272,1.257825417,-1.268509596,0.345951744,1.729507967,-0.6533131,0.651438313,1.271605083,1.92237484,1.40681237,2.127220423,-0.474078023,1.421462559,-1.572566894,-0.09404972,-0.065117888,0.168646696,0.324520318,-0.509730579,0.952455069,1.925705662,0.061668243,1.337305773,0.642061037,1.716117214,-0.032251352,2.11070619,1.198299607,0.75881544,-0.953036655,1.193123894,-0.966147715,1.497619721,-1.086170901,0.254525401,-0.735340273,-0.147452002,-0.644563554,1.635926875,-0.019337344,1.152539371,-1.935554379,0.753855223,-0.07012907,-0.521159459,-0.83745421,0.094048666,0.245658034,1.328289341
8,0.86602366,-0.803153886,-0.249525778,-0.591198457,0.338963241,-0.843038695,-0.672471024,1.252992767,-1.890125982,0.542528517,0.743653082,-1.721228759,-1.268000054,-0.755524139,-0.18171396,-1.284344303,-0.579792186,0.957909323,-1.154650675,-1.328003012,-0.363032203,1.521610145,0.834312787,-1.681038945,0.324120419,0.087138252,1.543599555,2.195204978,0.891948185,-0.859374324,-1.269327558,-1.412730005,-1.367892624,0.614156465,1.073225126,-0.594543726,-1.593644788,0.913078153,-1.377090264,-0.42415955,0.147301758,-1.620493934,0.357925934,0.422449161,0.850310668,0.453049507,0.251055553,0.810828209,0.658245179,0.081924709,-1.269390593,-0.500242326,1.416270967,-0.094474903,1.312838981,-1.181712434,-0.033430962,0.388988805,-0.133848426,1.169629463,2.205544297,1.10479043,-0.250319477,-0.997474637,1.979875747,0.371972316,2.017215548,-0.210208952,-0.230185783,-0.386454076,0.217367738,1.559080736,0.557578322,1.431498884,-0.388685307,-0.076413704,0.418596719,-1.936934515,0.01712614,-2.054362913,0.841730405,1.837776015,-0.578048119,-0.044513277,-1.487596173,1.446031747,1.284861286,0.198284354,0.260615331,-0.071470882,2.093582625,-2.026305265,-0.346409565,-0.87102287,2.222976001,1.320348299,-0.042489676,-0.040498759,-0.233745729,-0.652345169,1.561402388,-0.657361313,2.800471546,0.36325642,1.405553195,1.618525565,1.209512494,-0.482004058,-0.988729696,0.723398306,0.24574765
9,-0.230818816,0.085435963,-0.155019506,1.241573874,0.374260318,-0.070694132,-0.468990358,-0.335612209,-2.525278502,-0.054722373,0.913537272,-1.839354855,-0.11791914,-1.218522841,-1.127923615,0.434449229,1.477874669,-1.695369958,0.62418928,0.135517776,-0.024745032,-0.066809649,-0.412029041,0.090966775,-0.234326881,0.431303261,0.397806577,-0.543387115,-0.331304598,1.478421765,-1.111675582,-0.735402783,1.706167988,0.11231604,-0.785680446,-0.979421691,0.004577512,-0.305970933,0.843423238,-0.025103034,-0.487815698,-1.101338453,1.490607891,0.613192614,0.330541036,0.802188786,0.259956327,-0.899073727,0.016246364,-1.83047605,0.987706139,0.982467379,0.228604656,0.652467524,0.892483569,-0.478121762,0.675701986,0.25151509,-1.520727451,-0.016187351,-1.099208106,-0.406752012,0.903775142,0.376458317,-0.244958671,1.049638249,1.344605806,1.887121103,-0.438051057,0.725370698,1.028421692,0.22305255,0.643255245,-0.470326419,0.303876235,-0.434635342,-0.912823872,0.080675389,0.111150588,0.297139802,-0.533258691,-0.775945756,0.885228368,0.700644669,0.003514326,-1.175147732,-0.685100731,0.035043515,1.556439046,0.43413871,-0.04232973,1.302796585,0.57083188,0.115311725,-0.230689909,0.87265305,0.062722615,-0.087214292,0.987249694,1.752263709,-0.374971496,-1.238917892,0.548748927,-1.25104538,-1.245137316,-1.023082195,0.103832403,0.352217001,0.361276567,0.693062042,0.184814523
